feature,importance,exercise
right_index_mean_x,0.1817990007025405,E5
right_thumb_mean_x,0.1636207514682045,E5
right_pinky_mean_x,0.16090620168713463,E5
right_heel_var_x,0.15934749296477724,E5
left_knee_mean_y,0.15811202967829924,E5
left_elbow_mean_y,0.15724316243755704,E5
right_wrist_mean_x,0.14914363190464588,E5
right_ankle_var_x,0.1455721094069478,E5
right_hip_var_x,0.1395953079115856,E5
right_hip_mean_y,0.13886559808859564,E5
left_hip_var_x,0.1367331273153635,E5
left_wrist_mean_y,0.1260227287759568,E5
right_knee_var_y,0.12020383633121079,E5
right_ear_var_y,0.12005875427229688,E5
left_knee_mean_x,0.11875555210684485,E5
left_hip_mean_y,0.11594116215704477,E5
right_knee_var_x,0.10685689799565434,E5
left_thumb_mean_y,0.10210258907343316,E5
left_heel_mean_x,0.10195429705803577,E5
left_knee_var_y,0.09880661170164387,E5
right_eye_outer_mean_x,0.09800216252002591,E5
right_eye_mean_x,0.0933264103568491,E5
nose_mean_x,0.09323450088276224,E5
right_thumb_var_x,0.09065760532995545,E5
left_ankle_mean_x,0.09051684130084509,E5
right_eye_inner_mean_x,0.09026901155498815,E5
left_index_mean_x,0.08887252391435665,E5
left_pinky_mean_y,0.08864459083923931,E5
right_ankle_mean_y,0.0875184526921325,E5
mouth_right_mean_x,0.08615825602915164,E5
left_eye_inner_mean_x,0.08608324384823006,E5
acceleration_mean_asymmetry_ratio,0.0860593245620908,E5
left_wrist_var_y,0.08550967954825867,E5
left_eye_mean_x,0.08285373321952,E5
left_thumb_mean_x,0.08144565846826414,E5
left_eye_outer_mean_x,0.08121460868333819,E5
right_pinky_var_x,0.08027093449422908,E5
right_wrist_var_x,0.07999422357354707,E5
right_index_var_x,0.07814603581743768,E5
right_elbow_mean_y,0.07749520523561175,E5
left_pinky_mean_x,0.07705866356046095,E5
left_side_mean_velocity,0.07528025871501559,E5
right_ear_mean_x,0.07212817925105966,E5
left_wrist_mean_x,0.071114259543547,E5
left_elbow_mean_x,0.07027474594678501,E5
velocity_max_asymmetry_ratio,0.0694671052785677,E5
right_elbow_mean_x,0.06723537478487143,E5
left_pinky_var_x,0.06722089779955968,E5
right_knee_mean_x,0.06688999204622881,E5
left_ankle_mean_y,0.0660970412959932,E5
right_heel_mean_y,0.06596248019331713,E5
right_foot_index_var_y,0.0646434730667285,E5
left_index_mean_y,0.06463460303552593,E5
left_foot_index_mean_y,0.06433609744666377,E5
mouth_left_mean_x,0.06365213830882922,E5
right_side_mean_velocity,0.06016802083626974,E5
left_foot_index_var_y,0.059921824038654925,E5
left_side_mean_acceleration,0.0573817613687472,E5
right_shoulder_mean_x,0.05671462597857223,E5
left_heel_mean_y,0.05610522112713659,E5
right_side_max_velocity,0.05599972146741027,E5
right_hip_mean_x,0.05335124240000469,E5
left_elbow_var_x,0.053344851077545746,E5
left_side_std_velocity,0.05285274759046518,E5
right_heel_mean_x,0.04988976987812424,E5
mouth_right_var_y,0.0485714929839438,E5
left_foot_index_var_x,0.04727660496360289,E5
left_foot_index_mean_x,0.045075703927979265,E5
left_thumb_var_y,0.044645708700515485,E5
left_index_var_x,0.04402954056745623,E5
left_heel_var_x,0.04396895880490211,E5
left_shoulder_var_x,0.04335728713076043,E5
left_ankle_var_x,0.043175623306760065,E5
left_hip_mean_x,0.040475433255124524,E5
right_eye_inner_var_y,0.03917634584638551,E5
right_shoulder_var_y,0.03811992152357478,E5
right_elbow_var_y,0.03767416386482947,E5
left_shoulder_mean_y,0.03684536414349667,E5
acceleration_max_asymmetry_ratio,0.03663299299132174,E5
right_ankle_var_y,0.0365182797968628,E5
right_eye_var_y,0.03639596358468614,E5
left_side_max_acceleration,0.03599370915962445,E5
velocity_mean_asymmetry_ratio,0.03470574500988656,E5
right_eye_outer_var_y,0.03445331789601133,E5
left_ear_mean_x,0.03409230280695154,E5
right_side_std_velocity,0.03257288468687329,E5
left_ear_mean_y,0.03130387217903803,E5
left_elbow_var_y,0.030300963817928815,E5
nose_var_y,0.029710028523106106,E5
left_side_max_velocity,0.02957716465053345,E5
left_pinky_var_y,0.029337096473660507,E5
right_heel_var_y,0.02865646673909883,E5
right_ankle_mean_x,0.02648588188542253,E5
mouth_right_mean_y,0.02356937100731492,E5
right_index_var_y,0.02342701506909727,E5
right_foot_index_mean_y,0.023257212503056207,E5
right_foot_index_mean_x,0.023199050352988915,E5
right_ear_var_x,0.023026000564107578,E5
left_ear_var_y,0.02206127407220213,E5
left_index_var_y,0.021906446674511623,E5
right_elbow_var_x,0.021397158628139665,E5
left_thumb_var_x,0.02116559847116957,E5
right_side_max_acceleration,0.020955848729251506,E5
left_ankle_var_y,0.02081718085888258,E5
right_side_std_acceleration,0.019057756831374992,E5
right_pinky_var_y,0.018014629560599984,E5
right_eye_mean_y,0.017837368551642564,E5
left_eye_inner_mean_y,0.016569121970801796,E5
right_shoulder_var_x,0.016381699941995426,E5
right_eye_outer_mean_y,0.01615446475961959,E5
mouth_left_var_y,0.015995653289899905,E5
right_eye_inner_mean_y,0.015627357113547416,E5
nose_mean_y,0.015336160044504697,E5
right_wrist_mean_y,0.015148339157886909,E5
right_hip_var_y,0.015137373384376138,E5
left_eye_inner_var_y,0.015129443946458085,E5
nose_var_x,0.014407313712456564,E5
left_eye_mean_y,0.014398594041865283,E5
left_eye_outer_var_y,0.01392691227149273,E5
left_shoulder_mean_x,0.013626514218355106,E5
mouth_left_var_x,0.01337875973844,E5
right_thumb_var_y,0.013154958812548011,E5
left_wrist_var_x,0.011581778890559696,E5
left_eye_var_y,0.011524362848773721,E5
left_eye_outer_mean_y,0.010914297677687926,E5
right_thumb_mean_y,0.01046807289388535,E5
right_side_mean_acceleration,0.010082695004408816,E5
left_eye_outer_var_x,0.009708432283204588,E5
left_eye_var_x,0.009337529447164775,E5
left_hip_var_y,0.009255295456092258,E5
right_shoulder_mean_y,0.009100478329562026,E5
right_pinky_mean_y,0.00854748859890539,E5
left_eye_inner_var_x,0.00854387328601161,E5
right_wrist_var_y,0.007682146054553994,E5
mouth_right_var_x,0.007639999140367185,E5
right_ear_mean_y,0.007222117128667341,E5
right_index_mean_y,0.007041588591716719,E5
left_heel_var_y,0.0069677009105853505,E5
left_shoulder_var_y,0.006960442295672414,E5
mouth_left_mean_y,0.005747536223888463,E5
left_ear_var_x,0.005707657892104048,E5
right_eye_var_x,0.005525865748924386,E5
right_eye_inner_var_x,0.004995044893370028,E5
acceleration_std_asymmetry_ratio,0.004904409185585268,E5
velocity_std_asymmetry_ratio,0.004232946494749729,E5
left_side_std_acceleration,0.0036315837796652845,E5
right_eye_outer_var_x,0.003188973174328924,E5
exercise_E1,0.0,E5
exercise_E2,0.0,E5
exercise_E3,0.0,E5
exercise_E4,0.0,E5
exercise_E5,0.0,E5
